Registro|Orden_Servicio|Cliente|Identificador_Metro|Tipo Servicio Metro|Tipo Plan Metro|Velocidad Metro|Central+Circuito|Central|Nombre_Central|Tipo_Componente|Status_Instalacion|Nombre_Nodo|Tipo_Nodo|Tipo_Tarjeta|Nombre_Tarjeta|Slot|Puerto
201126107|U11ICP26107|DEL SUR BANCO UNIVERSAL CA|1000006988.0|Metro LAN (VPLS)|Carrier|2Mb|7476-0003620|7476|MERIDA-CENTRO        ( 7476 )|PTO_MULSER|ACTIVO|MERIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201126248|U11ICP26248|INST NACIONAL DE NUTRICION|1000007037.0|Internet LAN|Básico|6Mb|2228-0158470|2228|MADERERO             ( 2228 )|PTO_MULSER|ACTIVO|MADERERO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.3|5 Y 6|
201126276|U11ICP26276|CONSORCIO CREDICARD.C.A.|||||2303-0158272|2303|LA SALLE             ( 2303 )|PTO_RDCDE|ACTIVO|LA-SALLE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|9|
201126393|U11ICP26393|IVSS|1000000071.0|Metro LAN (VPLS)|Oro|1Mb|2213-0158176|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|15 Y 16|
201126463|U11ICP26463|BCO DEL PUEBLO SOBERANO|1000007004.0|Metro LAN (VPLS)|Básico|8Mb|2304-0158369|2304|CARACAS              ( 2304 )|PTO_MULSER|ACTIVO|CARACAS-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|20|
201126483|U11CPM26483|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|2213-0157034|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|4|
201126489|U11CPM26489|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|5181-0009417|5181|BARQUISIMETO-CENTRO  ( 5181 )|PTO_MULSER|ACTIVO|BARQUISIMETO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|2|
201126491|U11CPM26491|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|4181-0019379|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|12|
201126492|U11CPM26492|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|8151-0014073|8151|PLC Y CPA ANZOATEGUI ( 8151 )|PTO_MULSER|ACTIVO|ANZOATEGUI-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|1|
201126493|U11CPM26493|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|4357-0011986|4357|MARACAY CENTRO       ( 4357 )|PTO_MULSER|ACTIVO|MARACAY-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|12|
201126497|U11CPM26497|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|6182-0017377|6182|LAS DELICIAS         ( 6182 )|PTO_MULSER|ACTIVO|DELICIAS-MBO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|15 16|
201126508|U11CPM26508|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|6218-0017274|6218|LAS INDUSTRIAS       ( 6218 )|PTO_MULSER|ACTIVO|INDUSTRIA-MBO-XI|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|9|
201126509|U11CPM26509|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|9228-0006342|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|6|
201126511|U11CPM26511|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|2322-0156043|2322|LOS CAOBOS           ( 2322 )|PTO_MULSER|ACTIVO|CAOBOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|11|
201126530|U11CPM26530|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|2307-0156046|2307|RICARDO ZULOAGA      ( 2307 )|PTO_MULSER|ACTIVO|NUEVA-CARACAS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|21|
201126550|U11CPM26550|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|2302-0155483|2302|LA FLORIDA           ( 2302 )|PTO_MULSER|ACTIVO|FLORIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.4|15|
201126561|U11CVM26561|VZLANAS DE SEGUROS Y VIDA CA|1000006983.0|Metro LAN (VPLS)|Oro|2Mb|2221-0158122|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.8|4|
201126593|U11ICP26593|BANCO NACIONAL DE CREDITO|||||3103-0158408|3103|MAIQUETIA            ( 3103 )|PTO_RDCDE|ACTIVO|MAIQUETIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|1|
201126597|U11ICP26597|BANESCO BANCO UNIVERSAL,C.A.|||||4354-0012139|4354|LAS DELICIAS MAY.    ( 4354 )|PTO_RDCDE|ACTIVO|DELICIAS-MCY-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|18|
201126621|U11ICP26621|FARMATODO C.A.|||||2316-0158357|2316|LA TRINIDAD          ( 2316 )|PTO_RDCDE|ACTIVO|TRINIDAD-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.2|6|
201126628|U11ICP26628|INST ALTOS EST PEDRO GUAL|1000007076.0|Internet LAN|Básico|6Mb|2305-0158527|2305|LA PASTORA           ( 2305 )|PTO_MULSER|ACTIVO|PASTORA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|23-24|
201126631|I11CAT26631|CTRO NAC.DE TECNOLOG.INF|||||8831-0009098|8831|LA ASUNCION URL      ( 8831 )|PTO_RDCDE|ACTIVO|LA-ASUNCION-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|2|
201126690|U11ICP26690|IVSS|1000007081.0|Metro LAN (VPLS)|Oro|1Mb|8160-0014218|8160|BARCELONA            ( 8160 )|PTO_MULSER|ACTIVO|BARCELONA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|13|
201126703|U11ICP26703|IVSS|1000007081.0|Metro LAN (VPLS)|Oro|1Mb|8813-0011490|8813|SAN RAFAEL-PORLAMAR  ( 8813 )|PTO_MULSER|ACTIVO|SAN-RAFAEL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|1|
201126708|U11ICP26708|IVSS|1000007083.0|Metro LAN (VPLS)|Oro|1Mb|8202-0000760|8202|ANACO                ( 8202 )|PTO_MULSER|ACTIVO|ANACO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|7|
201126714|U11ICP26714|IVSS|1000007083.0|Metro LAN (VPLS)|Oro|1Mb|8151-0014220|8151|PLC Y CPA ANZOATEGUI ( 8151 )|PTO_MULSER|ACTIVO|ANZOATEGUI-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|18|
201126718|U11ICP26718|IVSS|1000007083.0|Metro LAN (VPLS)|Oro|1Mb|8556-0000590|8556|CARUPANO FIJA        ( 8556 )|PTO_MULSER|ACTIVO|CARUPANO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|18|
201126738|U11ICP26738|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|2240-0158254|2240|SAN AGUSTIN          ( 2240 )|PTO_MULSER|ACTIVO|SAN-AGUSTIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|3|
201126739|U11ICP26739|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|2243-0158198|2243|PRADO DE MARIA       ( 2243 )|PTO_MULSER|ACTIVO|PRADO-DE-MARIA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|9|
201126740|U11ICP26740|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|8151-0014205|8151|PLC Y CPA ANZOATEGUI ( 8151 )|PTO_MULSER|ACTIVO|ANZOATEGUI-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|18|
201126742|U11IXM26742|AVON COSMETICS DE VZLA CA|1000004403.0|Metro LAN (VPLS)|Básico|1Mb|2230-0156042|2230|SAN MARTIN           ( 2230 )|PTO_MULSER|ACTIVO|SAN-MARTIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|17|
201126744|U11ICP26744|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|7341-0001538|7341|BARINAS CENTRO II    ( 7341 )|PTO_MULSER|ACTIVO|BARINAS-II-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|18|
201126745|U11ICP26745|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|9227-0006450|9227|PTO.ORDAZ(9227)/TLXPTO.ORDAZ 9227T 9227Z|PTO_MULSER|ACTIVO|PUERTO-ORDAZ-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|2|
201126747|U11ICP26747|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|4232-0004648|4232|CUMBOTO (4232)/EL PALITO URL (4213P)|PTO_MULSER|ACTIVO|CUMBOTO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|4|
201126750|U11ICP26750|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|5950-0003495|5950|PUNTO FIJO           ( 5950 )|PTO_MULSER|ACTIVO|PUNTO-FIJO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|12|
201126766|U11ICP26766|BANCO DEL CARIBE CA. BU|1000006976.0|Metro LAN (VPLS)|Básico|4Mb|2311-0158227|2311|BELLO MONTE          ( 2311 )|PTO_MULSER|ACTIVO|BELLO-MONTE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|10|
201126772|U11CAT26772|FUNDAFARMACIA|||||2311-0152249|2311|BELLO MONTE          ( 2311 )|PTO_RDCDE|ACTIVO|BELLO-MONTE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|2|
201126839|U11ICP26839|NOEL MOTOR CENTRO|1000007100.0|Internet LAN|Básico|1Mb|2303-0158600|2303|LA SALLE             ( 2303 )|PTO_MULSER|ACTIVO|LA-SALLE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|5|
201126841|U11IXM26841|I.N.C.E.|1000003693.0|Metro LAN (VPLS)|Básico|2Mb|2213-0154407|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|24|
201126870|U11ICP26870|BANCO SOFITASA BCO UNIV C.A.|1000006741.0|Metro LAN (VPLS)|Carrier|1Mb|6183-0017653|6183|COQUIVACOA           ( 6183 )|PTO_MULSER|ACTIVO|COQUIVACOA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|6|
201126880|U11ICP26880|RECUP VENAMERICA RVA CA|1000007107.0|Internet LAN|Básico|1Mb|2223-0158436|2223|LOS PALOS GRANDES    ( 2223 )|PTO_MULSER|ACTIVO|PALOS-GRANDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|18|
201126899|U11CAT26899|VZLAN D CREDT SA BCO UNIV|||||2242-0101606|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|23|
201126914|U11CVM26914|MIN P POPU VIVIEND Y HABITAT|1000004992.0|Internet LAN|Básico|8Mb|2221-0155140|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|19-20|
201126919|U11ICP26919|CONSORCIO CREDICARD.C.A.|||||8160-0014206|8160|BARCELONA            ( 8160 )|PTO_RDCDE|ACTIVO|BARCELONA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|6|
201126983|U11CAF26983|FARMACIA COVIDES C.A|1000005533.0|Metro LAN (VPLS)|Platino|2Mb|6124-0017017|6124|BELLA VISTA III      ( 6124 )|PTO_MULSER|ACTIVO|BELLA-VISTA-III-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|19|
201127010|U11ICP27010|VENEZOLANA DE CEMENTOS SACA|1000002147.0|Metro LAN (VPLS)|Básico|1Mb|8156-0014211|8156|GUANTA U.R.L         ( 8156 )|PTO_MULSER|ACTIVO|GUANTA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|5 Y 6|
201127082|U11ICP27082|UNIVERSAL MOTORS VALENCIA|1000007120.0|Internet LAN|Básico|2Mb|4181-0019613|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|15|
201127093|U11ICP27093|BANCO ACTIVO CA BANCO UNIV|1000007072.0|Metro LAN (VPLS)|Oro|2Mb|2319-0158509|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|12|
201127106|U11ICP27106|BANCO DE VENEZUELA S.A. BU|1000000075.0|Metro LAN (VPLS)|Platino|2Mb|3608-0158393|3608|GUATIRE              ( 3608 )|PTO_MULSER|ACTIVO|GUATIRE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|3|
201127156|U11CVM27156|CONSULADO GENERAL DE REPUBL|1000005676.0|Internet LAN|Básico|4Mb|2221-0156218|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|11 Y 12|
201127180|U11MDE27180|DART DE VENEZUELA CA|||||4324-0010895|4324|LAS INDUSTRIAS       ( 4324 )|PTO_RDCDE|CORTADO|IND-MARACAY-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|21 Y 22|
201127197|U11ICP27197|IVSS|1000007126.0|Metro LAN (VPLS)|Oro|1Mb|7416-0003635|7416|LA PEDREGOSA-DIGITAL ( 7416 )|PTO_MULSER|ACTIVO|PEDREGOZA-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|11|
201127201|U11ICP27201|IVSS|1000007126.0|Metro LAN (VPLS)|Oro|1Mb|7681-0008025|7681|SAN CRISTOBAL CENTRO ( 7681 )|PTO_MULSER|ACTIVO|SAN-CRISTOBAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|23|
201127203|U11ICP27203|IVSS|1000007126.0|Metro LAN (VPLS)|Oro|1Mb|7181-0001515|7181|VALERA               ( 7181 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|23|
201127320|U11ICP27320|MINISTERIO PUBLICO|1000006537.0|Metro LAN (VPLS)|Carrier|2Mb|8556-0000587|8556|CARUPANO FIJA        ( 8556 )|PTO_MULSER|ACTIVO|CARUPANO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|20|
201127339|U11ICP27339|MINISTERIO PUBLICO|1000007101.0|Metro LAN (VPLS)|Carrier|2Mb|7183-0001511|7183|LIMONCITOS DIGITAL   ( 7183 )|PTO_MULSER|ACTIVO|LIMONCITOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|15|
201127348|U11ICP27348|MINISTERIO PUBLICO|1000007101.0|Metro LAN (VPLS)|Carrier|2Mb|6415-0001466|6415|DELICIAS-CABIMAS URL ( 6415 )|PTO_MULSER|ACTIVO|DELICIAS-CABIMAS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|21|
201127350|U11ICP27350|MINISTERIO PUBLICO|1000007101.0|Metro LAN (VPLS)|Carrier|2Mb|4941-0001178|4941|SN FERNANDO DE APURE ( 4941 )|PTO_MULSER|ACTIVO|SAN-FDO-DE-APURE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|5|
201127352|U11ICP27352|MINISTERIO PUBLICO|1000007101.0|Metro LAN (VPLS)|Carrier|2Mb|5184-0009502|5184|OBELISCO             ( 5184 )|PTO_MULSER|ACTIVO|OBELISCO-VI|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|4|
201127366|U11ICP27366|SENIAT|1000006367.0|Metro LAN (VPLS)|Carrier|4Mb|4126-0019597|4126|ARTURO MICHELENA     ( 4126 )|PTO_MULSER|ACTIVO|ARTURO-MICHELENA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|1-2|
201127413|U11ICP27413|MPP ECOSOCIALISMO Y AGUAS|1000006673.0|Metro LAN (VPLS)|Platino|2Mb|7413-0003634|7413|TIBISAY              ( 7413 )|PTO_MULSER|ACTIVO|TIBISAY-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|13|
201127433|U11ICP27433|MPP ECOSOCIALISMO Y AGUAS|1000006673.0|Metro LAN (VPLS)|Platino|2Mb|8472-0002018|8472|VILLA OLIMPICA ( 8472 )|PTO_MULSER|ACTIVO|VILLA-OLIMPICA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|19|
201127442|U11ICP27442|MPP ECOSOCIALISMO Y AGUAS|1000006673.0|Metro LAN (VPLS)|Platino|2Mb|5446-0001433|5446|SAN FELIPE II        ( 5446 )|PTO_MULSER|ACTIVO|SAN-FELIPE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|22|
201127445|U11CAF27445|INVERSIONES PLATCO, C.A.|||||2242-0145731|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|19|
201127452|U11MDE27452|CA ADM Y FOMENTO ELECTRICO|||||2213-0117219|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|BOLEITA-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|19|
201127468|U11ICP27468|MERCANTIL CA BANCO UNIVERSAL|||||7421-0003630|7421|LA PUNTA AMP         ( 7421 )|PTO_RDCDE|ACTIVO|LA-PUNTA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|12|
201127511|U11ICP27511|VENEZOLANA DE CEMENTOS SACA|1000002147.0|Metro LAN (VPLS)|Básico|1Mb|8883-0011491|8883|CONEJEROS            ( 8883 )|PTO_MULSER|ACTIVO|CONEJEROS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|9|
201127519|U11ICP27519|IVSS|1000007141.0|Metro LAN (VPLS)|Oro|1Mb|7182-0001513|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|20|
201127524|U11CAF27524|INVERSIONES PLATCO, C.A.|||||4353-0009384|4353|LA BARRACA MARACAY   ( 4353 )|PTO_RDCDE|ACTIVO|LA-BARRACA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2.1.16|10|
201127525|U11CAF27525|INVERSIONES PLATCO, C.A.|||||4353-0009317|4353|LA BARRACA MARACAY   ( 4353 )|PTO_RDCDE|ACTIVO|LA-BARRACA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|2-1-16|6|
201127537|U11ICP27537|IVSS|1000007141.0|Metro LAN (VPLS)|Oro|1Mb|7182-0001514|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE VOZ|G.SHDSL|1-1-1|21|
201127541|U11ICP27541|IVSS|1000007141.0|Metro LAN (VPLS)|Oro|1Mb|7413-0003633|7413|TIBISAY              ( 7413 )|PTO_MULSER|ACTIVO|TIBISAY-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|14|
201127562|U11CAF27562|INVERSIONES PLATCO, C.A.|||||2213-0132259|2213|BOLEITA              ( 2213 )|PTO_RDCDE|ACTIVO|BOLEITA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|8|
201127568|U11CAF27568|INVERSIONES PLATCO, C.A.|||||2324-0140551|2324|ALTO PRADO I/FCO.SALIAS (P.ESTE)( 2324 )|PTO_RDCDE|ACTIVO|PRADO-DEL-ESTE-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|5|
201127598|U11ICP27598|BANCO PROVINCIAL S.A. BU|||||4357-0012132|4357|MARACAY CENTRO       ( 4357 )|PTO_RDCDE|ACTIVO|MARACAY-CENTRO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|1|
201127668|U11ICP27668|CORPORACION LA REDOMA CA|1000006500.0|Metro LAN (VPLS)|Básico|1Mb|5446-0001432|5446|SAN FELIPE II        ( 5446 )|PTO_MULSER|ACTIVO|SAN-FELIPE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|2|
201127695|U11ICP27695|CONSEJO NAC. ELECTORAL|1000007148.0|Metro LAN (VPLS)|Carrier|2Mb|4941-0001182|4941|SN FERNANDO DE APURE ( 4941 )|PTO_MULSER|ACTIVO|SAN-FDO-DE-APURE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|14|
201127702|U11ICP27702|INST NACIONAL DE LA VIVIENDA|1000007150.0|Internet LAN|Básico|6Mb|2221-0158486|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-10|15 Y 16|
201127703|U11ICP27703|INST NACIONAL DE LA VIVIENDA|1000007151.0|Internet LAN|Básico|6Mb|2221-0158505|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|11 Y 12|
201127707|U11ICP27707|CONSEJO NAC. ELECTORAL|1000004823.0|Metro LAN (VPLS)|Carrier|2Mb|4356-0012145|4356|LAS ACACIAS          ( 4356 )|PTO_MULSER|ACTIVO|ACACIAS-XII|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|15|
201127709|U11ICP27709|BANCO PROVINCIAL S.A. BU|||||9161-0002036|9161|CIUDAD BOLIVAR       ( 9161 )|PTO_RDCDE|ACTIVO|CIUDAD-BOLIVAR-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|16|
201127712|U11ICP27712|CONSEJO NAC. ELECTORAL|1000004823.0|Metro LAN (VPLS)|Carrier|2Mb|4181-0019608|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE VOZ|G.SHDSL|1-1-7|16|
201127715|U11ICP27715|CONSEJO NAC. ELECTORAL|1000004823.0|Metro LAN (VPLS)|Carrier|2Mb|3206-0158560|3206|LOS TEQUES           ( 3206 )|PTO_MULSER|ACTIVO|LOS-TEQUES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|15|
201127718|U11ICP27718|CONSEJO NAC. ELECTORAL|1000004823.0|Metro LAN (VPLS)|Carrier|2Mb|3103-0158561|3103|MAIQUETIA            ( 3103 )|PTO_MULSER|ACTIVO|MAIQUETIA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201127719|U11ICP27719|CONSEJO NAC. ELECTORAL|1000007146.0|Metro LAN (VPLS)|Carrier|2Mb|9161-0002040|9161|CIUDAD BOLIVAR       ( 9161 )|PTO_MULSER|ACTIVO|CIUDAD-BOLIVAR-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|7|
201127723|U11ICP27723|CONSEJO NAC. ELECTORAL|1000007146.0|Metro LAN (VPLS)|Carrier|2Mb|8682-0003059|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|18|
201127728|U11ICP27728|CONSEJO NAC. ELECTORAL|1000007146.0|Metro LAN (VPLS)|Carrier|2Mb|8472-0002027|8472|VILLA OLIMPICA ( 8472 )|PTO_MULSER|ACTIVO|VILLA-OLIMPICA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|5|
201127731|U11ICP27731|CONSEJO NAC. ELECTORAL|1000007148.0|Metro LAN (VPLS)|Carrier|2Mb|7344-0001547|7344|CUATRICENTENARIA-BRS ( 7344 )|PTO_MULSER|ACTIVO|CUATRICENTENARIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|9|
201127732|U11ICP27732|CONSEJO NAC. ELECTORAL|1000007148.0|Metro LAN (VPLS)|Carrier|2Mb|4813-0000582|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21|
