Registro|Orden_Servicio|Cliente|Identificador_Metro|Tipo Servicio Metro|Tipo Plan Metro|Velocidad Metro|Central+Circuito|Central|Nombre_Central|Tipo_Componente|Status_Instalacion|Nombre_Nodo|Tipo_Nodo|Tipo_Tarjeta|Nombre_Tarjeta|Slot|Puerto
201701748|U17ICP01748|PRESS VENEZUELA CORP C A|1000026228.0|Internet LAN|Básico|8Mb|3307-0171701|3307|GUARENAS-TRAPICHITO-ELECTRO ( 3307 )|PTO_MULSER|EN CONSTRUCCION|TRAPICHITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|26-27|
201701753|U17ICP01753|CANTERAS & MARMOLES 96 C.A|1000026230.0|Internet LAN|Básico|8Mb|3307-0171569|3307|GUARENAS-TRAPICHITO-ELECTRO ( 3307 )|PTO_MULSER|EN CONSTRUCCION|TRAPICHITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|30-31|
201701754|U17ICP01754|TECHNOL. & SYSTEM IDEAL NET|1000026231.0|Internet LAN|Básico|8Mb|2213-0171707|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-10|2-3|
201701759|U17ICP01759|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|2007-0171661|2007|MACARACUAY XPRESS   (2007 )|PTO_MULSER|EN CONSTRUCCION|CAF-AMGW-10 (MACARACUAY)-CCS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-34|8|
201701761|U17ICP01761|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|5446-0001649|5446|SAN FELIPE II        ( 5446 )|PTO_MULSER|EN CONSTRUCCION|SAN-FELIPE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|13|
201701762|U17ICP01762|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|5446-0001648|5446|SAN FELIPE II        ( 5446 )|PTO_MULSER|EN CONSTRUCCION|SAN-FELIPE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|2|
201701764|U17ICP01764|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|3921-0001461|3921|CUA                  ( 3921 )|PTO_MULSER|EN CONSTRUCCION|CUA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|10|
201701765|U17ICP01765|BANESCO BANCO UNIVERSAL,C.A.|1000007783.0|Metro LAN (VPLS)|Oro|1Mb|5194-0000731|5194|QUIBOR-MOVIL         ( 5194 )|PTO_MULSER|ACTIVO|QUIBOR-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|4|
201701766|U17ICP01766|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|2244-0171659|2244|COCHE                ( 2244 )|PTO_MULSER|EN CONSTRUCCION|COCHE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|6|
201701767|U17ICP01767|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|8202-0000942|8202|ANACO                ( 8202 )|PTO_MULSER|ACTIVO|ANACO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|23|
201701768|U17ICP01768|ALIMENTOS FRUCA C.A|1000026234.0|Internet LAN|Básico|6Mb|2227-0171592|2227|FCO FAJARDO III      ( 2227 )|PTO_MULSER|EN CONSTRUCCION|FCO-FAJARDO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-10|15-16|
201701769|U17ICP01769|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|7342-0002085|7342|ALTO BARINAS II      ( 7342 )|PTO_MULSER|EN CONSTRUCCION|ALTO-BARINAS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|18|
201701770|U17ICP01770|FARMATODO C.A.|1000026232.0|Metro LAN (VPLS)|Oro|2Mb|8682-0003503|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|EN CONSTRUCCION|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|12|
201701776|U17ICP01776|VENUS Y ZEUS GYM CA|1000026236.0|Internet LAN|Básico|6Mb|3221-0171584|3221|SN ANTONIO LOS ALTOS ( 3221 )|PTO_MULSER|ACTIVO|SAN-ANTONIO-ALTOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|3-4|
201701777|U17ICP01777|MINISTERIO DE JUSTICIA|1000023258.0|Metro LAN (VPLS)|Carrier|8Mb|2227-0171660|2227|FCO FAJARDO III      ( 2227 )|PTO_MULSER|ACTIVO|FCO-FAJARDO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|17-18|
201701783|U17ICP01783|MINISTERIO DE JUSTICIA|1000024231.0|Metro LAN (VPLS)|Carrier|6Mb|3220-0171574|3220|CARRIZALES           ( 3220 )|PTO_MULSER|ACTIVO|CARRIZAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|21-22|
201701784|U17ICP01784|ALIM ARCOS DORADOS D VZLA CA|1000023049.0|Metro LAN (VPLS)|Oro|1Mb|8823-0012475|8823|JORGE COLL           ( 8823 )|PTO_MULSER|ACTIVO|JORGE-COLL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|6|
201701789|U17CVM01789|LA REINA 96.7 FM C.A.|1000021215.0|Internet LAN|Básico|4Mb|8823-0012319|8823|JORGE COLL           ( 8823 )|PTO_MULSER|ACTIVO|JORGE-COLL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|1-2|
201701790|U17ICP01790|ALIM ARCOS DORADOS D VZLA CA|1000023049.0|Metro LAN (VPLS)|Oro|1Mb|2302-0171557|2302|LA FLORIDA           ( 2302 )|PTO_MULSER|EN CONSTRUCCION|FLORIDA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|3|
201701808|U17ICP01808|MIN DE EDUCACION CULT Y DEP|1000008993.0|Metro LAN (VPLS)|Carrier|8Mb|3935-0001437|3935|CHARALLAVE           ( 3935 )|PTO_MULSER|EN CONSTRUCCION|CHARALLAVE-DATOS-II|MUX_N.B_3500|TARJETA DE DATOS|G.SHDSL|1-1-4|3-4|
201701811|U17ICP01811|ALIMENTOS POLAR COMERCIAL CA|1000022226.0|Metro LAN (VPLS)|Plata|1Mb|5226-0001248|5226|CARORA-DIGITAL       ( 5226 )|PTO_MULSER|EN CONSTRUCCION|CARORA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|11|
201701815|U17ICP01815|ALIMENTOS POLAR COMERCIAL CA|1000022226.0|Metro LAN (VPLS)|Plata|1Mb|4180-0021494|4180|EL CASTILLITO        ( 4180 )|PTO_MULSER|EN CONSTRUCCION|CASTILLITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|14|
201701816|U17ICP01816|ALIM ARCOS DORADOS D VZLA CA|1000022889.0|Metro LAN (VPLS)|Oro|1Mb|7342-0002060|7342|ALTO BARINAS II      ( 7342 )|PTO_MULSER|ACTIVO|ALTO-BARINAS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|17|
201701819|U17ICP01819|ALIM ARCOS DORADOS D VZLA CA|1000023050.0|Metro LAN (VPLS)|Oro|1Mb|8684-0003487|8684|JUANICO URL          ( 8684 )|PTO_MULSER|ACTIVO|JUANICO-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|6|
201701829|U17ICP01829|MINISTERIO DE JUSTICIA|1000024245.0|Metro LAN (VPLS)|Carrier|4Mb|3933-0001440|3933|SANTA LUCIA(3933)/EL ROSARIO(3933Z)|PTO_MULSER|ACTIVO|STL-AMGW-00 (SANTA LUCIA I)-MIR|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-35|4-5|
201701838|U17ICP01838|ALIM ARCOS DORADOS D VZLA CA|1000022898.0|Metro LAN (VPLS)|Oro|1Mb|2229-0171566|2229|FCO FAJARDO II       ( 2229 )|PTO_MULSER|ACTIVO|FCO-FAJARDO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|16|
201701839|U17ICP01839|MINISTERIO DE JUSTICIA|1000026080.0|Metro LAN (VPLS)|Carrier|6Mb|3108-0172034|3108|CATIA LA MAR         ( 3108 )|PTO_MULSER|EN CONSTRUCCION|CATIA-LA-MAR-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|21-22|
201701840|U17ICP01840|VNZLA INDST.TECNOLOGICA C.A.|1000026253.0|Internet LAN|Básico|8Mb|4181-0021493|4181|CAMORUCO             ( 4181 )|PTO_MULSER|EN CONSTRUCCION|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|11-12|
201701842|U17ICP01842|MINISTERIO DE JUSTICIA|1000022184.0|Metro LAN (VPLS)|Carrier|4Mb|2228-0171575|2228|MADERERO             ( 2228 )|PTO_MULSER|EN CONSTRUCCION|MADERERO DATOS III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-1|14|
201701871|U17ICP01871|PANTALONES DIDIJIN C A|1000026270.0|Internet LAN|Básico|4Mb|2223-0171650|2223|LOS PALOS GRANDES    ( 2223 )|PTO_MULSER|EN CONSTRUCCION|PALOS-GRANDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-15|7-8|
201701874|U17ICP01874|DAYCO TELECOM  C.A.|1000026273.0|Metro Linea (VLL)|Básico|4Mb|2217-0171560|2217|LA URBINA            ( 2217 )|PTO_MULSER|EN CONSTRUCCION|URBINA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|22|
201701888|U17ICP01888|C.AHOR Y PRE NACIONAL DE LOS|1000026278.0|Internet LAN|Básico|4Mb|4357-0013551|4357|MARACAY CENTRO       ( 4357 )|PTO_MULSER|ACTIVO|MARACAY-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|1-2|
201701917|U17CVM01917|SOLUCIONES TUGRUERO CA|1000022659.0|Internet LAN|Básico|4Mb|2213-0170375|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-0|16|
201701928|U17ICP01928|PLUMROSE LATINOAMERICANA|1000013307.0|Metro LAN (VPLS)|Oro|4Mb|9223-0007376|9223|MATANZAS             ( 9223 )|PTO_MULSER|EN CONSTRUCCION|MATANZAS VII|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-14|22-23|
201701930|U17ICP01930|ADN SOFTWARE CA|1000026295.0|Internet LAN|Básico|4Mb|7683-0009370|7683|PIRINEOS             ( 7683 )|PTO_MULSER|ACTIVO|PIRINEOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|8|
201701939|U17ICP01939|INVERSIONES RAICES, S.A.|1000026296.0|Internet LAN|Básico|4Mb|2221-0171603|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|6|
201701967|U17CVM01967|PLUS TELEVISION 24 CA|1000022815.0|Internet LAN|Básico|4Mb|8471-0002336|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_MULSER|ACTIVO|CUMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|9|
201701968|U17ICP01968|CONTRAL MCPAL DISTRITO FEDER|1000026305.0|Internet LAN|Básico|8Mb|2228-0171686|2228|MADERERO             ( 2228 )|PTO_MULSER|ACTIVO|MADERERO DATOS III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|14-15|
201701977|U17ICP01977|INSTRUM. MUSICALES ALEGRO CA|1000026307.0|Internet LAN|Básico|4Mb|2319-0171654|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|17|
201701982|U17CAT01982|BFC BANCO FONDO COMUN C.A.BU|||||8161-0015131|8161|INTERCOMUNAL         ( 8161 )|PTO_RDCDE|ACTIVO|INTERCOMUNAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|10|
201702001|U17ICP02001|AUTOBLINDAJES CA|1000026312.0|Internet LAN|Básico|8Mb|2213-0171658|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|6-7|
201702033|U17ICP02033|INVERSIONES ALSUR CO CA|1000026319.0|Internet LAN|Básico|4Mb|2213-0171597|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|5|
201702036|U17ICP02036|BANESCO BANCO UNIVERSAL,C.A.|1000007682.0|Metro LAN (VPLS)|Oro|2Mb|5564-0000051|5564|VILLA BRUZUAL TUREN  ( 5564 )|PTO_MULSER|ACTIVO|VILLA-BRUZUAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|12|
201702056|U17ICP02056|SENIAT|1000005248.0|Metro LAN (VPLS)|Carrier|1Mb|6816-0001045|6816|SANTA BARBARA        ( 6816 )|PTO_MULSER|ACTIVO|SANTA-BARBARA-DEL-ZULIA-V|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-15|11|
201702059|U17ICP02059|BEFICA S.C.|1000026334.0|Internet LAN|Básico|8Mb|2223-0171676|2223|LOS PALOS GRANDES    ( 2223 )|PTO_MULSER|EN CONSTRUCCION|PALOS-GRANDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-14|3-4|
201702060|U17ICP02060|BANESCO BANCO UNIVERSAL,C.A.|||||6816-0001046|6816|SANTA BARBARA        ( 6816 )|PTO_MULSER|EN CONSTRUCCION|SANTA-BARBARA-DEL-ZULIA-V|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-15|12|
201702061|U17ICP02061|INVERSIONES PLATCO, C.A.|||||2317-0171705|2317|LOS GUAYABITOS       ( 2317 )|PTO_MULSER|EN CONSTRUCCION|LGU2EXT-AMGW-00 (LOS GUAYABITOS 2_IPMD)|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-35|3|
201702076|U17ICP02076|MINPPIBES|1000026345.0|Internet LAN|Básico|6Mb|2312-0171571|2312|CHUAO                ( 2312 )|PTO_MULSER|ACTIVO|CHUAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|23-24|
201702079|U17ICP02079|IMPORTACIONES MERU C.A|1000026346.0|Internet LAN|Básico|8Mb|9216-0007358|9216|UNARE-DIGITAL        ( 9216 )|PTO_MULSER|ACTIVO|UNARE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|7-8|
201702093|U17ICP02093|CNTR MED.QUIRURGICO EL SAMAN|1000026348.0|Internet LAN|Básico|2Mb|7681-0009393|7681|SAN CRISTOBAL CENTRO ( 7681 )|PTO_MULSER|ACTIVO|SAN-CRISTOBAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|4|
201702110|U17ICP02110|TEDOIN C.A|1000026358.0|Internet LAN|Básico|2Mb|5571-0002219|5571|ACARIGUA II          ( 5571 )|PTO_MULSER|ACTIVO|ACARIGUA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|24|
201702149|U17ICP02149|QUICKY-LUB C A|1000026381.0|Internet LAN|Básico|2Mb|4181-0021497|4181|CAMORUCO             ( 4181 )|PTO_MULSER|EN CONSTRUCCION|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|13|
201702153|U17ICP02153|MICART COMPUTACION C A|1000026383.0|Internet LAN|Básico|2Mb|2322-0171563|2322|LOS CAOBOS           ( 2322 )|PTO_MULSER|ACTIVO|CAOBOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|12|
201702159|U17ICP02159|SERV DE DEMORAS INTER 77|1000026387.0|Internet LAN|Básico|8Mb|4232-0004983|4232|CUMBOTO (4232)/EL PALITO URL (4213P)|PTO_MULSER|EN CONSTRUCCION|CUMBOTO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|1-2|
201702164|U17CVM02164|CORP MAGEXPORT 95 CA|1000017313.0|Internet LAN|Básico|8Mb|2217-0167796|2217|LA URBINA            ( 2217 )|PTO_MULSER|ACTIVO|URBINA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|13 Y 14|
201702175|U17ICP02175|SEGUROS HORIZONTE SA|1000000582.0|Metro LAN (VPLS)|Básico|1Mb|2227-0171585|2227|FCO FAJARDO III      ( 2227 )|PTO_MULSER|EN CONSTRUCCION|FCO-FAJARDO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|16|
201702201|U17ICP02201|CATHEQUIM C.A.|1000026400.0|Internet LAN|Básico|4Mb|5421-0011054|5421|CHIVACOA             ( 5421 )|PTO_MULSER|EN CONSTRUCCION|CHIVACOA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|7-8|
201702205|U17ICP02205|MEDICAFAR2 C.A|1000026403.0|Internet LAN|Básico|4Mb|5446-0001635|5446|SAN FELIPE II        ( 5446 )|PTO_MULSER|ACTIVO|SAN-FELIPE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|5-6|
201702206|U17CVM02206|TAC EMPRESARIAL C.A|1000017229.0|Internet LAN|Básico|8Mb|2221-0167720|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-11|24-25|
201702207|U17CAF02207|BANCO DEL TESORO CA|||||2242-0164582|2242|CHAGUARAMOS          ( 2242 )|PTO_RDCDE|ACTIVO|CHAGUARAMOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|20|
201702210|U17CAF02210|BANCO DE VENEZUELA S.A. BU|1000012185.0|Metro LAN (VPLS)|Platino|1Mb|4353-0013096|4353|LA BARRACA MARACAY   ( 4353 )|PTO_MULSER|ACTIVO|LA-BARRACA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|8|
201702214|U17ICP02214|MINISTERIO DE JUSTICIA|1000024231.0|Metro LAN (VPLS)|Carrier|4Mb|3933-0001442|3933|SANTA LUCIA(3933)/EL ROSARIO(3933Z)|PTO_MULSER|ACTIVO|STL-AMGW-01 (SANTA LUCIA II)-MIR|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-35|12 - 13|
201702237|U17ICP02237|GLOBAL BEARING IMPORTS|1000026406.0|Internet LAN|Básico|4Mb||4356|LAS ACACIAS          ( 4356 )|PTO_MULSER|EN CONSTRUCCION|ACACIAS-XII|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|||
201702243|U17ICP02243|DIST PRINCIPAL MERIDA CA|1000026409.0|Internet LAN|Básico|4Mb|7468-0004175|7468|SENIAT              (7468 )|PTO_MULSER|ACTIVO|SENI-AMGW-00 (SENIAT)-MER|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-3-14|2|
201702247|U17ICP02247|SER D TRANSP JERAS MILENIUM|1000026412.0|Internet LAN|Básico|6Mb|3206-0171689|3206|LOS TEQUES           ( 3206 )|PTO_MULSER|ACTIVO|LOS-TEQUES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|19-20|
201702253|U17CVM02253|IP SISTEMAS C.A|1000022463.0|Internet LAN|Básico|8Mb|7182-0001755|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|11 - 12|
201702278|U17ICP02278|MINISTERIO DE JUSTICIA|1000024245.0|Metro LAN (VPLS)|Carrier|4Mb|3933-0001443|3933|SANTA LUCIA(3933)/EL ROSARIO(3933Z)|PTO_MULSER|ACTIVO|STL-AMGW-01 (SANTA LUCIA II)-MIR|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-35|2|
201702281|U17ICP02281|MINISTERIO DE JUSTICIA|1000024245.0|Metro LAN (VPLS)|Carrier|4Mb|3933-0001441|3933|SANTA LUCIA(3933)/EL ROSARIO(3933Z)|PTO_MULSER|ACTIVO|STL-AMGW-01 (SANTA LUCIA II)-MIR|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-35|3|
201702284|U17ICP02284|AC BENF DOCEN SAN AGUSTIN|1000026425.0|Internet LAN|Básico|2Mb|2213-0171586|2213|BOLEITA              ( 2213 )|PTO_MULSER|ACTIVO|BOLEITA-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-2|30 Y 31|
201702306|U17IME02306|VZLANAS DE SEGUROS Y VIDA CA|1000026431.0|Metro LAN (VPLS)|Oro|2Mb|2319-0168783|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1-2|
201702306|U17IME02306|VZLANAS DE SEGUROS Y VIDA CA|1000021125.0|Metro LAN (VPLS)|Oro|2Mb|2319-0168783|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1-2|
201702306|U17IME02306|VZLANAS DE SEGUROS Y VIDA CA|1000019996.0|Metro LAN (VPLS)|Oro|2Mb|2319-0168783|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1-2|
201702306|U17IME02306|VZLANAS DE SEGUROS Y VIDA CA|1000019191.0|Metro LAN (VPLS)|Oro|2Mb|2319-0168783|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1-2|
201702312|U17ICP02312|BCO OCCID DESC BCO UNIVERSAL|1000010432.0|Metro LAN (VPLS)|Oro|1Mb|4180-0021495|4180|EL CASTILLITO        ( 4180 )|PTO_MULSER|EN CONSTRUCCION|CASTILLITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|5|
201702343|U17ICP02343|DELIFOODS C.A.|1000026446.0|Internet LAN|Básico|4Mb||4441|CAGUA                ( 4441 )|PTO_MULSER|EN CONSTRUCCION|CAGUA-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-||
201702353|U17IXM02353|SA NACIONAL FARMACEUTICA|1000010542.0|Internet LAN|Básico|8Mb|2217-0162752|2217|LA URBINA            ( 2217 )|PTO_MULSER|ACTIVO|URBINA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|7-8|
201702359|U17ICP02359|ALIMENTOS POLAR COMERCIAL CA|1000022226.0|Metro LAN (VPLS)|Plata|1Mb|4182-0021499|4182|LA ISABELICA         ( 4182 )|PTO_MULSER|EN CONSTRUCCION|ISABELICA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|13|
201702402|U17ICP02402|U.E BEATA MARIA DE SAN JOSE|1000026457.0|Internet LAN|Básico|2Mb|7681-0009397|7681|SAN CRISTOBAL CENTRO ( 7681 )|PTO_MULSER|EN CONSTRUCCION|SAN-CRISTOBAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|13|
201702404|U17ICP02404|IPATUCA|1000026458.0|Internet LAN|Básico|4Mb|7416-0004192|7416|LA PEDREGOSA-DIGITAL ( 7416 )|PTO_MULSER|ACTIVO|PEDREGOZA-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|3|
201702411|U17ICP02411|TECNIMUEBLE CA|1000026464.0|Internet LAN|Básico|1Mb|7477-0004194|7477|SANTA MARIA          ( 7477 )|PTO_MULSER|ACTIVO|URL-SANTA-MARIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|6|
201702426|U17ICP02426|BANESCO BANCO UNIVERSAL,C.A.|||||6124-0019534|6124|BELLA VISTA III      ( 6124 )|PTO_MULSER|EN CONSTRUCCION|BELLA-VISTA-III-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|16|
201702434|U17ICP02434|BANESCO BANCO UNIVERSAL,C.A.|||||3935-0001447|3935|CHARALLAVE           ( 3935 )|PTO_MULSER|EN CONSTRUCCION|CHARALLAVE-DATOS-II|MUX_N.B_3500|TARJETA DE DATOS|G.SHDSL|1-1-3|12|
201702456|U17CVM02456|AGROINDUSTRIAL PROEBA CA|1000012389.0|Internet LAN|Básico|8Mb|2301-0164723|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|ROSAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-12|11 Y 12|
201702469|U17ICP02469|GERENCIA & ALIMENTOS NASSIF|1000026481.0|Internet LAN|Básico|2Mb||2217|LA URBINA            ( 2217 )|PTO_MULSER|EN CONSTRUCCION|URBINA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-10|2|
201702470|U17CVM02470|EDISTEL CA|1000024401.0|Internet LAN|Básico|6Mb|2311-0171113|2311|BELLO MONTE          ( 2311 )|PTO_MULSER|ACTIVO|BELLO-MONTE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1-2|
201702473|U17ICP02473|TERGYCA|1000026483.0|Internet LAN|Básico|2Mb|6183-0019556|6183|COQUIVACOA           ( 6183 )|PTO_MULSER|EN CONSTRUCCION|COQUIVACOA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|16|
201702474|U17ICP02474|MINISTERIO DE JUSTICIA|1000024245.0|Metro LAN (VPLS)|Carrier|6Mb|3931-0001444|3931|OCUMARE DEL TUY      ( 3931 )|PTO_MULSER|ACTIVO|OCUMARE-DEL-TUY-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4.|3 - 4|
